Naziv_proteina,frakcijska_razlika_A,frakcijska_razlika_C,frakcijska_razlika_D,frakcijska_razlika_E,frakcijska_razlika_F,frakcijska_razlika_G,frakcijska_razlika_H,frakcijska_razlika_I,frakcijska_razlika_K,frakcijska_razlika_L,frakcijska_razlika_M,frakcijska_razlika_N,frakcijska_razlika_P,frakcijska_razlika_Q,frakcijska_razlika_R,frakcijska_razlika_S,frakcijska_razlika_T,frakcijska_razlika_V,frakcijska_razlika_W,frakcijska_razlika_Y
ASU90945.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90956.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90966.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2726,0,3.3393
ASU90978.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU90988.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU90999.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU91010.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.2236,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1803,-0.2644,0,3.3393
ASU91021.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU91032.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU91043.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4425,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2644,0,3.3393
ASU91054.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU91065.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU91076.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91087.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6702,-0.1611,-0.2644,0,3.3393
ASU91098.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ASU91109.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91120.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91131.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91142.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91153.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91164.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91175.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91186.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91197.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91208.1 ___spike glycoprotein,1.4523,0.0,0.1977,-0.1826,0.0,0.6919,-0.6768,3.1633,-0.3299,2.3648,-0.6578,0.0,-0.4677,0.9676,-0.6904,-0.6749,-0.1826,-0.283,0,3.2773
ASU91219.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91230.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91241.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91252.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91262.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91273.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91295.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91305.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91315.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ASU91325.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1611,-0.2644,0,3.3393
ATY51099.1 ___spike glycoprotein,-0.3145,0.0,-0.1215,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3277,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4181,0,1.9412
ATY51108.1 ___spike glycoprotein,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.1092,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.406,0.4181,0,1.9412
ATY51117.1 ___spike glycoprotein,-0.2899,0.0,-0.0504,-0.1658,4.8758,0.8715,-0.6131,2.2208,0.0639,1.0795,-0.8549,-0.4015,-0.3907,0.0337,0.6788,-0.7534,-0.4197,0.4689,0,2.0467
ATY51126.1 ___spike glycoprotein,-0.3145,0.0,-0.1215,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3277,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4181,0,1.9412
ATY51135.1 ___spike glycoprotein,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.1092,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.406,0.4181,0,1.9412
ATY51144.1 ___spike glycoprotein,-0.2583,0.0,-0.0898,-0.2619,4.6321,0.7939,-0.6662,2.9633,0.3708,1.2945,-0.8609,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4482,0.3559,0,4.8407
ATY74381.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
ATY74392.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
ATY74403.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
ATY74414.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87318.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87329.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87351.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87362.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87373.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87384.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87395.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87406.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87428.1 ___spike glycoprotein,1.1159,0.0,0.55,0.0579,1.5095,1.1897,-0.5817,1.6202,-0.4464,3.3548,-0.5571,1.7679,-0.4201,0.2363,-0.5993,-0.7206,0.2843,-0.1881,0,1.731
AVK87450.1 ___spike glycoprotein,1.5168,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6731,-0.1707,-0.2644,0,3.3393
AVK87461.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AVQ09622.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.895,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3697,0.4706,0,1.9412
AVQ09631.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.895,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3697,0.4706,0,1.9412
AVQ09640.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.895,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3697,0.4706,0,1.9412
AVQ09649.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AVQ09658.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.895,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3697,0.4706,0,1.9412
AVV61900.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.2236,-0.3202,2.4425,-0.6529,0.0,-0.4696,0.9961,-0.6859,-0.6673,-0.1803,-0.2644,0,3.3393
AWK96571.1 ___spike glycoprotein,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.1092,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.406,0.4706,0,1.9412
AWK96580.1 ___spike glycoprotein,1.913,1.4275,-0.1173,-0.4889,9.1514,0.4846,4.2964,1.8689,0.3241,0.1279,-0.8235,0.5203,-0.5797,-0.0682,-0.2644,-0.6847,-0.4383,0.2138,0,2.3102
AWK96589.1 ___spike glycoprotein,0.4464,1.4106,0.1505,-0.407,9.0809,0.2812,1.8489,1.5672,0.041,0.3149,-0.5617,0.6436,-0.6628,0.0957,-0.3257,-0.6753,-0.4156,0.3149,0,5.5745
AWK96598.1 ___spike glycoprotein,-0.2583,0.0,-0.0898,-0.2619,4.6321,0.7939,-0.6662,2.859,0.3708,1.2945,-0.8609,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4348,0.3559,0,4.8407
AWK96607.1 ___spike glycoprotein,-0.2583,0.0,-0.0898,-0.2619,4.6321,0.7939,-0.6662,2.859,0.3708,1.2945,-0.8609,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4348,0.3559,0,4.8407
AWK96616.1 ___spike glycoprotein,-0.2871,0.0,-0.147,-0.1115,4.4733,0.6811,-0.6872,2.6163,0.2845,1.9321,-0.8697,-0.3577,-0.4136,-0.0715,1.1893,-0.7439,-0.4266,0.3194,0,4.4733
AWK96625.1 ___spike glycoprotein,0.0532,0.0,0.141,-0.2828,3.5639,0.6003,-0.511,1.7709,0.4058,0.7522,-0.8044,0.467,-0.6903,-0.3777,0.467,-0.687,-0.4431,0.141,0,0.0
AWK96634.1 ___spike glycoprotein,-0.2871,0.0,-0.147,-0.1115,4.4733,0.6811,-0.6872,2.6163,0.2845,1.9321,-0.8697,-0.3577,-0.3577,-0.0715,1.1893,-0.7708,-0.4266,0.3194,0,4.4733
AWK96643.1 ___spike glycoprotein,1.9537,1.4615,-0.1049,-0.4818,9.2934,0.6559,4.3704,1.909,0.3426,0.1437,-0.821,0.3426,-0.5931,-0.0552,-0.3115,-0.6685,-0.4603,0.2307,0,2.3565
AWM99582.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AWU50990.2 ___spike glycoprotein,-0.3487,0.0,-0.0833,-0.2566,4.6723,0.7647,-0.6265,2.8866,0.208,2.0812,-0.895,-0.3097,-0.481,-0.0021,0.8908,-0.7619,-0.377,0.5606,0,1.9412
AWU59321.1 ___spike glycoprotein,1.2755,0.0,0.6934,-0.4444,0.0,0.5699,-0.7001,2.8101,-0.3782,2.1486,-0.6825,0.0,-0.5061,0.8257,-0.5767,-0.6619,-0.0686,-0.3272,0,2.9689
AWZ62327.1 ___virion spike glycoprotein precursor,-0.3366,0.0,-0.0833,-0.1947,4.6723,0.8067,-0.6265,2.0252,0.208,1.3109,-0.8599,-0.3557,-0.4118,-0.0021,0.8908,-0.7619,-0.3915,0.4706,0,1.9412
AXG21643.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AXG21654.1 ___spike glycoprotein,1.2755,0.0,0.6934,-0.4444,0.0,0.5699,-0.7001,2.8101,-0.3782,2.1486,-0.6825,0.0,-0.5061,0.8257,-0.5767,-0.659,-0.0792,-0.3272,0,2.9689
AXG21665.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1707,-0.2644,0,3.3393
AXH37629.1 ___spike glycoprotein,-0.3145,0.0,-0.0833,-0.2566,4.6723,0.7647,-0.6265,2.8866,0.208,2.0812,-0.895,-0.3097,-0.481,-0.0021,0.8908,-0.7619,-0.3978,0.5606,0,1.9412
AXP07381.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07390.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07399.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07408.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07417.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07426.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07435.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07444.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07453.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07462.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07471.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07480.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07489.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AXP07498.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.2619,-0.4524,-0.0092,0.6092,-0.7467,-0.4564,0.3559,0,4.8407
AXP07507.1 ___virion spike glycoprotein precursor,-0.1917,0.0,0.0013,-0.2619,4.6321,0.6308,-0.6662,2.859,0.3708,1.2945,-0.8957,-0.3146,-0.4524,-0.0092,0.6092,-0.7467,-0.4394,0.3559,0,4.8407
AYI50307.1 ___spike glycoprotein,0.5261,0.0,-0.1391,-0.195,12.1478,1.6609,-0.4261,1.1466,2.6,0.9722,-0.7652,-0.2818,-0.6727,-0.2487,-0.2957,-0.5799,-0.4943,0.6174,0,5.5739
AYI50316.1 ___spike glycoprotein,0.5261,0.0,-0.1391,-0.195,12.1478,1.6609,-0.4261,1.1466,2.6,0.9722,-0.7652,-0.2818,-0.6824,-0.2487,-0.2957,-0.5565,-0.4943,0.6174,0,5.5739
AYI50382.1 ___spike glycoprotein,0.5261,0.0,-0.1391,-0.195,12.1478,1.6609,-0.4261,1.1466,2.6,0.9722,-0.7652,-0.2818,-0.6727,-0.2487,-0.2957,-0.5799,-0.4943,0.6174,0,5.5739
AYJ71470.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6776,-0.6702,-0.1707,-0.2644,0,3.3393
AYJ71481.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.1658,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9672,-0.6776,-0.6702,-0.1707,-0.2644,0,3.3393
AYM48030.1 ___spike glycoprotein,1.4879,0.0,0.215,-0.3925,0.0,0.7164,-0.6721,3.2236,-0.3202,2.4136,-0.6529,0.0,-0.46,0.9961,-0.6859,-0.6702,-0.1803,-0.2644,0,3.3393
AYN74049.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74058.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74067.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74076.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74085.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74094.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74103.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74112.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74121.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74130.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
AYN74139.1 ___virion spike glycoprotein precursor,-0.3145,0.0,-0.0833,-0.1947,4.6723,0.6043,-0.6639,2.8866,0.3806,1.6411,-0.8599,-0.3097,-0.4485,-0.0021,0.6206,-0.7537,-0.4354,0.5606,0,4.8824
