Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AFV31241.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31241.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31248.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31248.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31255.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31255.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31262.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31262.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31269.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31269.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31276.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31276.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31283.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31283.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31290.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31290.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31297.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31297.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31304.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31304.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31311.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31311.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31318.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31318.1 ___nucleoprotein,0.0581,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0465,0.0436,0.0029,0.0174,neuređen
AFV31325.1 ___nucleoprotein,0.0579,0.0083,0.0413,0.0496,0.0441,0.0661,0.0413,0.0689,0.0523,0.135,0.0028,0.0523,0.0303,0.0523,0.0386,0.0689,0.0689,0.0826,0.0055,0.0331,uređen
AFV31325.1 ___nucleoprotein,0.0602,0.0,0.0964,0.1084,0.0301,0.0241,0.0211,0.0482,0.0331,0.0633,0.012,0.0542,0.1024,0.0904,0.0572,0.0964,0.0422,0.0422,0.003,0.0151,neuređen
AFV31332.1 ___nucleoprotein,0.0593,0.0085,0.0424,0.0424,0.0452,0.0678,0.0395,0.0678,0.0537,0.1384,0.0028,0.0508,0.0311,0.0508,0.0395,0.0678,0.0678,0.0876,0.0056,0.0311,uređen
AFV31332.1 ___nucleoprotein,0.0616,0.0,0.0968,0.1114,0.0264,0.0323,0.0235,0.044,0.0352,0.0645,0.0117,0.0499,0.0968,0.088,0.0499,0.1026,0.044,0.0411,0.0029,0.0176,neuređen
AFV31339.1 ___nucleoprotein,0.0579,0.0083,0.0413,0.0496,0.0441,0.0661,0.0386,0.0716,0.0523,0.135,0.0055,0.0496,0.0358,0.0523,0.0386,0.0716,0.0689,0.0744,0.0055,0.0331,uređen
AFV31339.1 ___nucleoprotein,0.0542,0.0,0.0964,0.1084,0.0271,0.0241,0.0241,0.0452,0.0361,0.0663,0.012,0.0542,0.0964,0.0904,0.0542,0.0964,0.0482,0.0482,0.003,0.0151,neuređen
AFV31346.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31346.1 ___nucleoprotein,0.061,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0436,0.0436,0.0029,0.0174,neuređen
AFV31353.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31353.1 ___nucleoprotein,0.061,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0436,0.0436,0.0029,0.0174,neuređen
AFV31360.1 ___nucleoprotein,0.0598,0.0085,0.0427,0.0427,0.0456,0.0684,0.0399,0.0684,0.0541,0.1339,0.0028,0.0513,0.0313,0.0513,0.0399,0.0655,0.0684,0.0883,0.0057,0.0313,uređen
AFV31360.1 ___nucleoprotein,0.061,0.0,0.0988,0.1105,0.0262,0.032,0.0233,0.0407,0.0349,0.0698,0.0116,0.0465,0.0959,0.0872,0.0494,0.1047,0.0436,0.0436,0.0029,0.0174,neuređen
AFV31367.1 ___nucleoprotein,0.061,0.0087,0.0407,0.0436,0.0465,0.0698,0.0378,0.0727,0.0552,0.1337,0.0029,0.0523,0.032,0.0494,0.0407,0.0669,0.061,0.0872,0.0029,0.0349,uređen
AFV31367.1 ___nucleoprotein,0.0598,0.0,0.094,0.1168,0.0228,0.0256,0.0256,0.0342,0.0427,0.0769,0.0142,0.0427,0.094,0.0883,0.0456,0.0997,0.0541,0.0427,0.0057,0.0142,neuređen
AFV31374.1 ___nucleoprotein,0.058,0.0083,0.0414,0.0497,0.0442,0.0663,0.0387,0.0691,0.0525,0.1354,0.0028,0.0525,0.0304,0.0525,0.0387,0.0691,0.0691,0.0829,0.0055,0.0331,uređen
AFV31374.1 ___nucleoprotein,0.0571,0.0,0.0961,0.1081,0.027,0.024,0.024,0.048,0.036,0.0661,0.012,0.0541,0.1021,0.0901,0.0541,0.0961,0.045,0.042,0.003,0.015,neuređen
AGC02883.1 ___nucleoprotein,0.0879,0.0071,0.0499,0.0523,0.0523,0.0641,0.0428,0.0499,0.0451,0.1283,0.0285,0.0523,0.0285,0.0618,0.038,0.0404,0.0428,0.0713,0.0095,0.0475,uređen
AGC02883.1 ___nucleoprotein,0.0723,0.0,0.1258,0.1164,0.0094,0.0409,0.0283,0.044,0.0314,0.0629,0.0063,0.0597,0.0881,0.0786,0.0786,0.0849,0.044,0.0126,0.0,0.0157,neuređen
AGC02891.1 ___nucleoprotein,0.0879,0.0071,0.0499,0.0523,0.0523,0.0641,0.0428,0.0499,0.0451,0.1283,0.0285,0.0523,0.0285,0.0618,0.038,0.0404,0.0428,0.0713,0.0095,0.0475,uređen
AGC02891.1 ___nucleoprotein,0.0723,0.0,0.1226,0.1195,0.0094,0.0377,0.0314,0.0409,0.0346,0.0597,0.0063,0.0597,0.0912,0.0818,0.0755,0.0881,0.044,0.0126,0.0,0.0126,neuređen
AGL50925.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0492,0.0703,0.0445,0.0492,0.0515,0.1335,0.0187,0.0328,0.0304,0.0585,0.0375,0.0585,0.0422,0.082,0.0094,0.0351,uređen
AGL50925.1 ___nucleoprotein,0.0547,0.0,0.135,0.0932,0.0096,0.0707,0.0193,0.0257,0.0482,0.0643,0.0161,0.0643,0.0932,0.0707,0.0386,0.0772,0.0643,0.0322,0.0,0.0225,neuređen
AGL73408.1 ___nucleoprotein,0.058,0.0083,0.0414,0.0497,0.0442,0.0663,0.0387,0.0691,0.0525,0.1354,0.0028,0.0525,0.0304,0.0525,0.0387,0.0691,0.0691,0.0829,0.0055,0.0331,uređen
AGL73408.1 ___nucleoprotein,0.0571,0.0,0.0961,0.1081,0.027,0.024,0.024,0.048,0.036,0.0661,0.012,0.0541,0.1021,0.0901,0.0541,0.0961,0.045,0.042,0.003,0.015,neuređen
AGL73415.1 ___nucleoprotein,0.058,0.0083,0.0414,0.0497,0.0442,0.0663,0.0387,0.0691,0.0525,0.1354,0.0028,0.0525,0.0304,0.0525,0.0387,0.0691,0.0691,0.0829,0.0055,0.0331,uređen
AGL73415.1 ___nucleoprotein,0.0571,0.0,0.0961,0.1081,0.027,0.024,0.024,0.048,0.036,0.0661,0.012,0.0541,0.1021,0.0901,0.0541,0.0961,0.045,0.042,0.003,0.015,neuređen
AGL73422.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0515,0.0703,0.0445,0.0468,0.0515,0.1335,0.0187,0.0328,0.0304,0.0585,0.0375,0.0585,0.0422,0.082,0.0094,0.0351,uređen
AGL73422.1 ___nucleoprotein,0.0514,0.0,0.135,0.0965,0.0096,0.0707,0.0193,0.0257,0.045,0.0643,0.0161,0.0643,0.0932,0.0707,0.0386,0.0772,0.0675,0.0322,0.0,0.0225,neuređen
AGL73429.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0515,0.0703,0.0445,0.0468,0.0515,0.1335,0.0187,0.0328,0.0304,0.0585,0.0375,0.0585,0.0422,0.082,0.0094,0.0351,uređen
AGL73429.1 ___nucleoprotein,0.0514,0.0,0.135,0.0965,0.0096,0.0707,0.0193,0.0257,0.045,0.0643,0.0161,0.0643,0.0932,0.0707,0.0386,0.0772,0.0675,0.0322,0.0,0.0225,neuređen
AGL73436.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0515,0.0703,0.0445,0.0468,0.0515,0.1335,0.0187,0.0328,0.0304,0.0585,0.0375,0.0585,0.0422,0.082,0.0094,0.0351,uređen
AGL73436.1 ___nucleoprotein,0.0514,0.0,0.135,0.0965,0.0096,0.0707,0.0193,0.0257,0.045,0.0643,0.0161,0.0643,0.0932,0.0707,0.0386,0.0772,0.0675,0.0322,0.0,0.0225,neuređen
AGL73443.1 ___nucleoprotein,0.0843,0.007,0.0398,0.0656,0.0515,0.0703,0.0445,0.0468,0.0515,0.1335,0.0187,0.0328,0.0304,0.0585,0.0375,0.0585,0.0422,0.082,0.0094,0.0351,uređen
AGL73443.1 ___nucleoprotein,0.0514,0.0,0.135,0.0965,0.0096,0.0707,0.0193,0.0257,0.045,0.0643,0.0161,0.0643,0.0932,0.0707,0.0386,0.0772,0.0675,0.0322,0.0,0.0225,neuređen
AGL73450.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AGL73450.1 ___nucleoprotein,0.0896,0.0,0.1284,0.1015,0.006,0.0299,0.0179,0.0358,0.0567,0.0537,0.0119,0.0806,0.0955,0.0657,0.0537,0.0716,0.0627,0.0209,0.003,0.0149,neuređen
AGL73457.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AGL73457.1 ___nucleoprotein,0.0896,0.0,0.1284,0.1015,0.006,0.0299,0.0179,0.0358,0.0567,0.0537,0.0119,0.0806,0.0955,0.0657,0.0537,0.0716,0.0627,0.0209,0.003,0.0149,neuređen
AGL73464.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AGL73464.1 ___nucleoprotein,0.0896,0.0,0.1284,0.1015,0.006,0.0299,0.0179,0.0358,0.0567,0.0537,0.0119,0.0806,0.0955,0.0657,0.0537,0.0716,0.0627,0.0209,0.003,0.0149,neuređen
AGL73471.1 ___nucleoprotein,0.0842,0.0074,0.0322,0.0545,0.0569,0.0644,0.047,0.0644,0.0446,0.1114,0.0396,0.0396,0.0223,0.0693,0.0347,0.0569,0.0495,0.0718,0.0074,0.0421,uređen
AGL73471.1 ___nucleoprotein,0.0896,0.0,0.1284,0.1015,0.006,0.0299,0.0179,0.0358,0.0567,0.0537,0.0119,0.0806,0.0955,0.0657,0.0537,0.0716,0.0627,0.0209,0.003,0.0149,neuređen
AHX00718.1 ___nucleocapsid,0.0757,0.0,0.0649,0.0324,0.0432,0.1135,0.0216,0.0378,0.0486,0.1189,0.0108,0.0649,0.0595,0.0595,0.0486,0.0216,0.0486,0.0432,0.0324,0.0541,uređen
AHX00718.1 ___nucleocapsid,0.0877,0.0,0.0351,0.0307,0.0263,0.0746,0.0088,0.0263,0.0877,0.0132,0.0263,0.0877,0.1009,0.057,0.0746,0.1316,0.0921,0.0395,0.0,0.0,neuređen
AHX00728.1 ___nucleocapsid,0.0757,0.0,0.0649,0.0324,0.0432,0.1135,0.0216,0.0378,0.0486,0.1189,0.0108,0.0649,0.0595,0.0595,0.0486,0.0216,0.0486,0.0432,0.0324,0.0541,uređen
AHX00728.1 ___nucleocapsid,0.0877,0.0,0.0351,0.0307,0.0263,0.0746,0.0088,0.0263,0.0877,0.0132,0.0263,0.0877,0.1009,0.057,0.0746,0.1316,0.0921,0.0395,0.0,0.0,neuređen
AHX00738.1 ___nucleocapsid,0.0757,0.0,0.0649,0.0324,0.0432,0.1135,0.0216,0.0378,0.0486,0.1189,0.0108,0.0649,0.0595,0.0595,0.0486,0.0216,0.0486,0.0432,0.0324,0.0541,uređen
AHX00738.1 ___nucleocapsid,0.0877,0.0,0.0351,0.0307,0.0263,0.0746,0.0088,0.0263,0.0877,0.0132,0.0263,0.0877,0.1009,0.057,0.0746,0.1316,0.0921,0.0395,0.0,0.0,neuređen
AHX24646.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AHX24646.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AHX24655.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AHX24655.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AHX24664.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AHX24664.1 ___nucleoprotein,0.0549,0.0,0.1329,0.104,0.0087,0.0491,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AHX71953.1 ___nucleocapsid protein,0.0802,0.0,0.0588,0.0321,0.0428,0.1123,0.0267,0.0374,0.0481,0.1176,0.0107,0.0642,0.0642,0.0588,0.0481,0.0214,0.0481,0.0428,0.0321,0.0535,uređen
AHX71953.1 ___nucleocapsid protein,0.0796,0.0,0.0354,0.031,0.0265,0.0752,0.0088,0.0265,0.0885,0.0177,0.0221,0.0885,0.0973,0.0575,0.0752,0.1372,0.0929,0.0398,0.0,0.0,neuređen
AHY61344.1 ___nucleocapsid phosphoprotein,0.0588,0.0,0.042,0.0336,0.042,0.0924,0.0168,0.042,0.0756,0.1092,0.0084,0.0504,0.0504,0.0336,0.0588,0.0588,0.0504,0.0588,0.042,0.0756,uređen
AHY61344.1 ___nucleocapsid phosphoprotein,0.127,0.0,0.0603,0.0317,0.0349,0.0889,0.0095,0.0159,0.0603,0.0349,0.0222,0.073,0.0889,0.0635,0.073,0.1175,0.0603,0.0349,0.0032,0.0,neuređen
AIE11797.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11797.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIE11806.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11806.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIE11815.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11815.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11824.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11824.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11833.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11833.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11842.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11842.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIE11851.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11851.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIE11860.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11860.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11869.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11869.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11878.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11878.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11887.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11887.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIE11896.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIE11896.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIE11905.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11905.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIE11914.1 ___nucleoprotein,0.084,0.0076,0.0356,0.0534,0.0585,0.0662,0.0433,0.0458,0.0534,0.1247,0.0382,0.0433,0.028,0.0585,0.0483,0.0483,0.0331,0.084,0.0076,0.0382,uređen
AIE11914.1 ___nucleoprotein,0.0549,0.0,0.1329,0.1069,0.0087,0.0462,0.0347,0.026,0.0434,0.052,0.0145,0.0434,0.0896,0.0867,0.0462,0.0809,0.0838,0.0289,0.0029,0.0173,neuređen
AIG95884.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG95884.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
AIG95893.1 ___nucleoprotein,0.0859,0.0101,0.0354,0.053,0.0581,0.0657,0.0429,0.0455,0.053,0.1237,0.0379,0.0429,0.0303,0.0581,0.0455,0.048,0.0328,0.0859,0.0076,0.0379,uređen
AIG95893.1 ___nucleoprotein,0.0525,0.0,0.1341,0.1079,0.0087,0.0466,0.035,0.0262,0.0437,0.0525,0.0146,0.0437,0.0875,0.0875,0.0466,0.0816,0.0845,0.0262,0.0029,0.0175,neuređen
