Naziv_proteina,molska_frakcija_za_A,molska_frakcija_za_C,molska_frakcija_za_D,molska_frakcija_za_E,molska_frakcija_za_F,molska_frakcija_za_G,molska_frakcija_za_H,molska_frakcija_za_I,molska_frakcija_za_K,molska_frakcija_za_L,molska_frakcija_za_M,molska_frakcija_za_N,molska_frakcija_za_P,molska_frakcija_za_Q,molska_frakcija_za_R,molska_frakcija_za_S,molska_frakcija_za_T,molska_frakcija_za_V,molska_frakcija_za_W,molska_frakcija_za_Y,Klasifikacija
AIG96013.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96013.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96022.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96022.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96031.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96031.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96040.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96040.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96049.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96049.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96058.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96058.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96067.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96067.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96076.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96076.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96085.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96085.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96094.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96094.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96103.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96103.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96112.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96112.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96121.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96121.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96130.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96130.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96139.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96139.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96148.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96148.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96157.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96157.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96166.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96166.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96175.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96175.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96184.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96184.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96193.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96193.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96202.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96202.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96211.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96211.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96220.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96220.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96229.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96229.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96238.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96238.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96247.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96247.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96256.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96256.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96265.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96265.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96274.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96274.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96283.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96283.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96292.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96292.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96301.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96301.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96310.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96310.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96319.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96319.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96328.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96328.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96337.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96337.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96346.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96346.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96355.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96355.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96364.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96364.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96373.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96373.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96382.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96382.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96391.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96391.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96400.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96400.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96409.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96409.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96418.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96418.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96427.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96427.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96436.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96436.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96445.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96445.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96454.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96454.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96463.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96463.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96472.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96472.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96481.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96481.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96490.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96490.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96499.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96499.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96508.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96508.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96517.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96517.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96526.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96526.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
AIG96535.1 ___virion spike glycoprotein precursor,0.063,0.0252,0.0504,0.0483,0.0567,0.0903,0.0168,0.0756,0.0483,0.0924,0.0021,0.0483,0.0441,0.0399,0.0567,0.0357,0.0882,0.0588,0.0294,0.0294,uređen
AIG96535.1 ___virion spike glycoprotein precursor,0.095,0,0.055,0.06,0.01,0.05,0.045,0.025,0.04,0.04,0.015,0.075,0.075,0.04,0.03,0.15,0.145,0.04,0,0.01,neuređen
